COUNTRY,STATION,SOUID,YEAR,ANNUAL,WINTER_HALF_YEAR,SUMMER_HALF_YEAR,WINTER_DJF,SPRING_MAM,SUMMER_JJA,AUTUMN_SON,JANUARY,FEBRUARY,MARCH,APRIL,MAY,JUNE,JULY,AUGUST,SEPTEMBER,OCTOBER,NOVEMBER,DECEMBER
France,TOULOUSE-FRANCAZAL,21180,2017,50.55,34.93,64.69,33.01,62.37,64.47,47.33,27.28,34.17,45.4,77.47,64.73,73.28,54.33,66.08,52.58,53.12,36.08,21.72
France,TOULOUSE-FRANCAZAL,21180,2018,47.27,31.94,66.16,20.95,45.04,75.59,48.17,15.75,25.86,38.66,53.53,43.2,63.61,84.81,77.96,73.61,38.79,32.42,18.12
France,TOULOUSE-FRANCAZAL,21180,2019,51.21,37.2,66.13,31.17,53.39,76.31,41.39,21.48,56.34,57.77,44.64,57.47,71.97,79.78,77.04,65.36,37.69,21.25,24.11
France,TOULOUSE-FRANCAZAL,21180,2020,49.67,32.9,64.82,30.35,57.45,67.76,46.29,26.53,41.09,46.85,49.36,75.86,57.86,79.22,65.89,59.83,34.41,45.03,13.98
France,TOULOUSE-FRANCAZAL,21180,2021,48.98,34.15,62.15,23.2,59.18,66.7,40.11,20.13,36.82,55.13,63.81,58.76,65.67,61.4,73.01,50.06,52.26,17.61,31.96
France,TOULOUSE-FRANCAZAL,21180,2022,52.94,36.15,69.8,35.59,52.59,80.31,44.26,36.42,38.69,39.62,43.58,74.27,67.94,96.05,76.53,59.17,43.79,29.83,27.61
France,TOULOUSE-FRANCAZAL,21180,2023,49.82,35.12,64.35,31.43,50.68,68.29,50.27,16.85,51.79,42.28,52.44,57.37,60.44,71.64,72.53,71.42,50.65,28.75,22.31
France,TOULOUSE-FRANCAZAL,21180,2024,44.96,33.05,57.93,23.78,49.54,67.73,37.45,23.25,25.92,46.8,53.83,48.12,55.44,75.86,71.48,42.11,32.07,38.33,25.43
France,TOULOUSE-FRANCAZAL,21180,2025,49.41,34.28,62.78,30.14,55.33,69.78,42.46,24.84,41.22,44.57,52.31,69.01,77.19,63.04,69.35,45.36,49.27,32.53,23.71
France,ST-FELIX-LAURAGAIS,21182,2010,,34.44,,26.47,58.2,,,25.78,33.57,51.25,73.31,50.3,62.11,73.28,,,,,
France,LE HOUGA,21184,2010,47.09,31.75,61.51,24.37,55.13,65.01,40.06,22.39,30.92,45.99,69.22,50.62,62.22,69.19,63.52,54.31,46.85,18.81,29.97
France,LE HOUGA,21184,2011,48.98,34.77,61.47,31.25,61.8,57.11,48.5,29.7,34.48,48.28,67.75,69.83,58.14,53.06,60.16,60.19,53.31,31.83,20.51
France,LE HOUGA,21184,2012,48.92,39.96,58.95,29.69,52.43,68.42,42.92,24.3,45.26,64.65,25.14,66.61,66.47,72.03,66.83,56.11,36.53,36.33,26.91
France,LE HOUGA,21184,2013,43.36,32.59,55.01,26.49,41.95,65.63,34.76,15.67,,41.96,44.33,39.62,47.89,80.78,67.63,49.06,39.33,15.75,37.04
France,LE HOUGA,21184,2014,45.15,31.39,57.45,27.94,50.83,58.98,48.22,18.55,28.27,48.6,52.25,51.69,72.89,54.01,50.48,63.89,54.44,26.14,20.05
France,LE HOUGA,21184,2015,48.31,31.22,,25.51,44.24,,44.25,26.51,30.45,29.49,59.28,44.44,77.61,72.82,,56.61,41.99,35.06,43.75
France,LE HOUGA,21184,2016,,35.98,,32.93,,64.28,,21.37,34.08,39.76,42.33,,52.22,65.45,74.97,,41.26,24.03,39.65
France,LE HOUGA,21184,2017,48.49,34.47,60.61,34.51,59.1,58.74,46.79,30.22,33.57,37.69,71.42,68.6,66.14,49.09,61.24,47.31,54.63,39.22,23.04
France,LE HOUGA,21184,2018,43.5,32.83,59.37,22.62,40.16,67.42,46.03,18.44,26.79,37.28,47.36,36.08,55.42,73.87,72.58,70.78,36.99,30.61,15.16
France,LE HOUGA,21184,2019,49.91,36.13,64.83,29.42,54.93,72.39,39.93,17.72,58.15,60.11,45.53,58.84,67.25,80.35,69.41,67.11,38.41,14.31,22.39
France,LE HOUGA,21184,2020,47.68,31.19,,31.33,51.54,,45.58,31.67,40.52,39.92,48.33,67.27,,83.74,65.46,56.58,32.82,47.75,16.77
France,LE HOUGA,21184,2021,46.45,33.56,56.92,22.69,56.66,58.5,42.39,21.26,30.83,52.12,62.21,55.83,60.14,54.17,61.24,47.89,53.49,23.52,33.55
France,LE HOUGA,21184,2022,49.15,37.95,63.82,36.83,47.63,72.3,42.46,37.72,39.49,38.23,41.44,63.01,56.28,89.65,70.46,61.0,38.39,28.14,24.78
France,LE HOUGA,21184,2023,48.07,34.2,59.69,32.7,51.11,60.43,48.23,21.61,53.75,40.24,55.44,57.8,53.97,59.95,67.18,63.58,51.24,29.78,23.15
France,LE HOUGA,21184,2024,42.12,32.7,54.43,24.53,47.64,61.14,34.84,25.38,25.11,40.94,56.58,45.7,51.17,68.55,63.39,40.72,27.88,36.14,23.31
France,LE HOUGA,21184,2025,48.83,33.44,61.19,29.57,54.35,68.57,43.11,23.17,43.6,47.63,49.47,65.78,75.83,64.25,65.86,45.56,50.91,32.61,20.99
France,MAUROUX,21186,2010,,33.18,62.79,24.48,57.26,66.57,,23.39,30.06,50.86,70.11,51.24,60.39,71.34,67.77,55.81,46.8,,
France,BELIN BELIET,21188,2010,50.36,31.95,66.98,23.76,59.6,70.45,42.44,23.01,32.41,50.49,72.78,55.38,67.83,74.19,69.25,62.17,44.73,21.67,28.04
France,BELIN BELIET,21188,2011,51.43,,65.26,,65.29,60.75,48.99,33.67,34.58,47.85,71.36,77.25,61.56,53.36,67.37,61.0,53.92,31.89,19.76
France,BELIN BELIET,21188,2012,49.5,40.42,61.08,29.43,57.31,68.31,41.19,20.64,48.85,67.07,36.33,67.85,66.93,71.1,66.75,57.17,33.74,32.92,24.7
France,BELIN BELIET,21188,2013,46.3,31.26,60.05,26.15,45.01,72.89,,17.26,37.59,42.04,52.94,40.3,53.72,89.87,74.46,48.17,34.97,,36.52
France,BELIN BELIET,21188,2014,48.29,,64.68,27.23,53.79,67.66,48.94,19.17,26.88,48.55,58.17,54.78,80.67,66.72,56.02,72.28,51.99,22.44,21.02
France,BELIN BELIET,21188,2015,,30.7,,26.14,,73.87,41.45,23.49,34.73,30.65,,,87.06,68.95,66.02,56.25,40.0,28.14,38.58
France,BELIN BELIET,21188,2016,47.44,,62.37,,46.1,69.34,44.6,16.99,,35.97,48.14,54.25,51.92,72.1,83.44,63.64,43.55,26.64,34.19
France,BELIN BELIET,21188,2017,,34.08,,32.47,,62.17,46.15,32.34,30.77,36.45,,69.73,69.89,47.45,69.44,48.86,48.06,41.47,18.9
France,BELIN BELIET,21188,2018,,31.25,65.96,20.85,44.09,74.19,,14.38,30.18,34.73,44.17,53.36,64.33,78.87,79.06,75.5,42.45,,
France,BELIN BELIET,21188,2019,49.48,,65.41,,55.63,74.35,35.31,20.91,57.05,58.66,46.94,60.99,66.47,85.7,70.62,61.0,29.27,15.86,20.73
France,BELIN BELIET,21188,2020,51.08,29.31,67.12,28.76,55.81,71.63,48.5,25.89,40.43,43.95,46.0,77.15,63.69,83.63,67.31,64.06,34.54,47.36,18.76
France,BELIN BELIET,21188,2021,49.63,34.83,62.38,22.87,61.26,64.95,46.18,24.54,25.57,57.72,69.11,57.2,69.33,57.77,67.97,53.19,56.24,28.78,27.12
France,BELIN BELIET,21188,2022,52.47,37.87,70.76,33.8,54.79,78.4,42.99,35.08,39.76,40.13,50.56,73.55,68.39,94.06,72.42,64.64,33.92,30.69,25.3
France,BELIN BELIET,21188,2023,47.88,32.08,64.05,30.97,52.5,65.47,45.05,19.65,49.79,34.78,56.08,66.75,64.83,64.19,67.37,64.86,46.45,23.78,16.83
France,BELIN BELIET,21188,2024,42.6,28.36,55.61,19.84,47.08,63.39,37.58,22.07,20.69,39.7,55.64,46.18,57.81,64.73,67.45,41.44,31.67,39.83,23.41
France,BELIN BELIET,21188,2025,49.65,34.66,63.15,29.7,55.06,71.66,41.97,23.2,43.87,47.02,51.92,66.16,77.53,70.99,66.64,45.19,47.88,32.64,22.47
France,PAUILLAC,21190,2010,50.66,32.99,67.07,24.88,58.74,70.23,45.64,21.18,32.53,52.66,72.86,51.16,69.81,75.75,65.11,68.03,47.07,21.78,29.25
France,PAUILLAC,21190,2011,53.43,35.39,69.44,30.79,72.19,64.46,47.72,30.38,32.95,50.24,81.17,85.46,67.39,61.72,64.35,56.42,51.91,34.69,23.33
France,PAUILLAC,21190,2012,50.38,41.81,63.09,31.44,61.76,66.35,41.24,20.11,52.21,69.06,42.19,73.39,59.5,69.01,70.32,63.33,30.99,29.72,24.68
France,PAUILLAC,21190,2013,46.74,30.4,62.02,26.61,46.95,75.05,34.37,17.04,39.35,41.45,55.11,44.54,57.33,90.43,76.8,47.03,33.87,22.22,34.84
France,PAUILLAC,21190,2014,48.11,32.11,,28.24,55.67,,48.38,20.4,29.61,51.16,58.19,57.74,,72.12,53.44,71.25,49.6,24.25,20.0
France,PAUILLAC,21190,2015,49.91,30.42,66.46,24.98,49.95,73.62,45.59,21.61,34.23,32.98,54.83,62.18,82.22,75.05,63.87,60.56,46.67,29.5,34.54
France,PAUILLAC,21190,2016,,34.22,,27.34,48.37,70.53,,18.87,28.71,46.53,48.39,50.19,54.61,75.86,80.62,,46.51,25.17,30.97
France,PAUILLAC,21190,2017,50.38,34.72,65.36,32.68,62.05,64.78,46.21,34.62,32.41,38.12,80.25,68.36,73.03,55.11,66.48,49.11,47.23,42.25,17.2
France,PAUILLAC,21190,2018,50.28,31.41,70.58,20.46,50.08,79.08,51.31,10.27,35.36,36.91,45.5,67.69,74.97,79.78,82.34,72.61,48.01,33.42,15.91
France,PAUILLAC,21190,2019,50.36,38.23,67.06,29.28,56.83,75.25,37.09,21.77,52.38,59.09,47.58,63.52,65.61,86.45,73.39,65.08,30.03,16.39,23.01
France,PAUILLAC,21190,2020,50.88,29.94,66.98,29.01,57.9,69.87,47.82,27.47,37.07,45.7,52.36,75.46,60.64,82.28,66.4,63.97,32.9,47.08,18.95
France,PAUILLAC,21190,2021,50.17,35.07,62.32,23.28,62.61,63.36,45.92,26.82,24.67,58.31,71.58,58.23,67.28,56.02,66.91,54.08,54.57,28.83,29.92
France,PAUILLAC,21190,2022,52.09,37.79,71.87,34.03,56.23,80.03,41.07,35.13,37.35,40.62,50.75,77.15,69.64,93.98,76.13,62.5,32.18,28.83,19.49
France,PAUILLAC,21190,2023,48.75,29.33,66.82,27.77,55.6,66.76,45.32,17.26,48.57,31.51,59.36,76.05,73.94,65.7,60.86,64.92,46.85,24.14,16.75
France,PAUILLAC,21190,2024,42.68,27.24,57.55,18.68,46.01,65.63,37.77,20.91,18.36,35.73,55.89,46.75,59.58,67.26,69.84,45.64,32.39,35.44,23.68
France,PAUILLAC,21190,2025,50.82,32.85,66.08,26.85,58.28,74.5,42.01,21.61,36.16,48.2,57.64,68.98,79.42,75.51,68.74,45.69,48.25,31.89,26.64
France,ST EMILION,21191,2010,49.74,32.53,65.67,25.26,55.81,69.73,45.05,21.96,34.49,48.11,69.06,50.43,66.0,75.27,67.8,65.61,47.58,21.89,27.88
France,ST EMILION,21191,2011,51.79,34.48,66.59,29.17,70.09,59.61,48.47,28.53,31.25,48.66,79.28,82.63,61.44,54.73,62.72,58.45,53.68,33.44,20.12
France,ST EMILION,21191,2012,49.09,41.38,61.15,29.48,58.2,67.7,39.26,17.56,50.52,72.83,34.03,68.39,65.22,69.01,68.79,60.69,29.52,27.89,25.75
France,ST EMILION,21191,2013,45.77,30.95,58.8,27.94,44.34,72.89,33.61,18.12,41.22,44.11,50.17,38.92,53.28,88.49,76.26,44.78,35.11,20.89,36.99
France,ST EMILION,21191,2014,48.18,31.9,64.26,27.46,55.51,66.92,48.07,18.41,26.93,52.23,56.92,57.42,82.75,62.2,56.32,70.5,49.33,24.33,20.11
France,ST EMILION,21191,2015,49.57,29.65,66.84,24.9,46.67,77.34,44.08,18.66,37.11,28.9,53.08,58.23,86.72,76.26,69.33,57.33,44.97,29.92,34.09
France,ST EMILION,21191,2016,46.74,32.44,62.29,26.23,45.43,71.2,43.92,17.93,26.7,40.56,43.19,52.47,52.31,78.12,82.58,64.17,42.93,24.69,33.9
France,ST EMILION,21191,2017,49.07,33.75,64.46,31.6,61.98,64.47,44.15,33.44,27.02,39.57,79.36,67.58,74.14,51.32,68.39,45.66,47.36,39.31,15.03
France,ST EMILION,21191,2018,49.83,30.01,70.36,18.67,47.97,80.1,52.2,9.95,32.35,37.47,49.11,57.37,73.64,85.32,81.13,75.17,46.77,34.83,14.19
France,ST EMILION,21191,2019,50.84,38.17,67.38,28.83,55.73,77.71,37.05,21.18,53.51,59.89,48.31,58.76,70.11,87.42,75.35,63.67,30.16,17.56,24.25
France,ST EMILION,21191,2020,51.62,30.61,68.45,29.53,59.0,71.78,47.78,27.5,37.36,46.85,51.75,78.17,61.72,84.92,68.39,64.86,32.26,46.75,18.63
France,ST EMILION,21191,2021,50.12,34.85,61.36,23.38,62.57,63.07,46.29,24.7,27.17,59.25,70.22,58.49,67.14,55.65,66.67,50.31,56.16,31.58,32.45
France,ST EMILION,21191,2022,52.19,38.0,71.35,33.69,55.01,80.0,42.23,31.37,37.62,38.39,47.03,78.82,66.5,97.15,75.91,61.44,34.92,30.58,24.54
France,ST EMILION,21191,2023,,31.04,67.0,29.14,52.99,69.24,,15.56,49.26,33.12,56.64,69.33,72.06,69.46,66.29,68.08,46.1,,
France,ST EMILION,21191,2024,41.09,,55.5,,46.39,63.17,35.28,14.57,20.03,37.82,56.22,45.43,56.25,64.14,68.9,41.64,28.58,35.86,23.09
France,ST EMILION,21191,2025,50.62,32.68,65.21,27.68,58.03,73.48,41.72,21.51,39.58,48.25,55.36,70.38,77.08,75.62,67.85,44.36,48.66,31.92,26.02
France,CAZAUX,21195,2010,,31.83,,24.48,60.11,,45.06,23.12,31.93,51.88,71.28,57.53,68.97,,73.12,69.56,45.43,20.19,28.82
France,CAZAUX,21195,2011,52.56,34.73,68.8,31.55,70.21,61.65,49.3,31.32,34.82,47.31,76.89,86.64,61.14,54.6,69.19,64.19,50.32,33.36,18.92
France,CAZAUX,21195,2012,49.95,39.51,62.52,28.3,59.11,67.93,42.34,19.14,47.79,67.18,37.64,71.83,64.11,70.62,68.95,61.17,33.55,32.58,24.52
France,CAZAUX,21195,2013,47.16,30.89,62.43,24.87,48.63,74.4,35.0,16.05,35.03,44.09,57.19,44.89,53.92,90.27,78.36,49.08,37.07,18.22,39.03
France,CAZAUX,21195,2014,,,,,57.21,,50.38,17.58,,52.56,61.89,56.72,,,59.3,77.56,52.04,21.5,22.61
France,CAZAUX,21195,2015,50.79,31.07,68.23,26.63,47.66,77.64,45.52,23.84,34.17,32.26,59.28,52.26,88.47,75.46,69.33,63.22,42.42,31.03,37.55
France,CAZAUX,21195,2016,49.47,,65.2,,47.76,73.53,45.38,,29.74,37.61,50.64,55.13,56.81,74.57,88.68,64.64,43.95,27.58,33.87
France,CAZAUX,21195,2017,50.88,34.5,66.02,32.56,61.89,64.84,48.78,31.56,32.2,37.39,77.92,71.17,71.56,49.81,73.36,52.61,51.67,41.72,19.49
France,CAZAUX,21195,2018,,,,,,,,,,,,,,,,,,,
France,MARSILLARGUES,21200,2012,,,75.29,,64.87,88.92,45.36,,69.97,67.34,53.78,73.15,81.56,99.09,85.89,57.19,43.52,35.42,40.19
France,MARSILLARGUES,21200,2013,58.83,43.23,76.93,46.18,54.12,91.47,45.23,45.83,53.18,41.94,51.22,69.11,96.25,95.0,83.31,66.14,38.47,31.31,33.92
France,MARSILLARGUES,21200,2014,56.45,38.1,73.45,31.89,67.69,79.15,46.85,24.73,37.56,62.34,68.28,72.47,83.92,76.02,77.66,62.14,52.28,25.94,32.72
France,MARSILLARGUES,21200,2015,62.74,40.99,82.19,38.94,66.93,92.26,56.03,41.37,43.13,50.24,72.61,78.12,96.0,96.67,84.22,65.08,50.22,53.0,21.42
France,MARSILLARGUES,21200,2016,,41.86,,30.27,58.16,,,23.14,47.1,56.37,52.11,65.81,83.28,88.41,,,,,
France,PEZENAS-TOURBES,21208,2010,58.64,40.68,77.74,34.5,63.03,88.09,48.58,30.32,42.5,53.28,69.44,66.59,77.94,95.83,90.16,65.83,43.2,36.89,30.67
France,PEZENAS-TOURBES,21208,2011,60.65,40.56,79.34,37.95,72.14,79.43,49.81,38.28,45.65,49.03,77.39,90.16,76.14,82.8,79.25,69.83,55.91,23.47,38.58
France,PEZENAS-TOURBES,21208,2012,61.31,50.44,73.94,51.72,63.61,88.18,42.56,49.27,68.39,67.31,46.31,79.17,78.64,100.78,84.81,53.39,41.51,32.83,35.54
France,PEZENAS-TOURBES,21208,2013,57.81,40.98,74.89,43.74,54.03,86.72,46.07,44.97,51.46,40.3,52.81,69.97,88.53,92.42,79.27,65.47,39.19,33.78,35.97
France,PEZENAS-TOURBES,21208,2014,56.22,38.34,73.32,31.24,67.1,80.72,46.36,21.51,36.79,62.5,66.22,72.55,83.42,78.23,80.59,58.56,51.1,29.25,32.42
France,PEZENAS-TOURBES,21208,2015,61.9,41.62,80.75,41.11,65.11,90.95,53.11,47.02,44.2,45.59,70.58,79.33,98.42,97.2,77.47,61.11,47.42,51.0,22.85
France,PEZENAS-TOURBES,21208,2016,,39.73,,29.46,,,,23.01,43.42,51.26,,,,,,,,,
France,LA-NOE-BLANCHE,21214,2010,45.0,29.57,60.75,28.26,56.66,60.72,36.16,25.11,36.52,41.1,75.11,54.35,70.97,68.31,43.2,53.08,33.39,22.11,17.23
France,LA-NOE-BLANCHE,21214,2011,43.98,26.89,60.44,19.39,63.3,54.5,,21.96,18.93,46.77,70.86,72.5,58.36,53.25,52.02,,34.57,24.86,20.3
France,LA-NOE-BLANCHE,21214,2012,41.53,33.09,52.18,27.45,55.11,52.79,30.58,23.12,39.74,56.13,44.25,64.6,43.89,52.77,62.35,45.44,20.81,25.81,21.16
France,LA-NOE-BLANCHE,21214,2013,40.38,23.97,55.25,22.33,41.47,63.12,32.09,15.03,31.73,30.08,51.17,43.47,49.5,73.15,66.26,47.39,29.65,19.31,27.18
France,LA-NOE-BLANCHE,21214,2014,45.32,29.91,60.37,24.59,55.26,61.82,42.16,16.42,30.77,55.89,49.56,60.16,76.61,63.79,45.54,66.94,37.04,22.67,18.12
France,LA-NOE-BLANCHE,21214,2015,43.89,28.67,60.29,24.57,51.19,62.4,36.51,21.67,34.94,38.01,60.86,55.14,80.86,57.15,49.78,58.39,30.7,20.64,19.44
France,LA-NOE-BLANCHE,21214,2016,39.89,27.24,50.23,23.18,46.09,54.86,34.94,18.12,32.59,42.61,47.61,47.98,30.89,60.3,72.63,40.97,37.28,26.47,20.35
France,LA-NOE-BLANCHE,21214,2017,,28.81,,24.92,,,,26.61,28.1,33.9,,,,,,,,,
France,ALPE-D HUEZ,21248,2017,,,,,,,,,,,,,,,,,64.81,45.33,36.51
France,ALPE-D HUEZ,21248,2018,52.57,41.03,67.63,40.99,41.26,73.37,54.53,32.66,55.18,13.17,62.94,48.36,73.17,81.39,66.59,75.36,53.04,35.25,38.84
France,ALPE-D HUEZ,21248,2019,,51.84,,51.56,61.22,,47.75,53.09,63.96,67.47,59.17,56.96,76.4,80.67,,66.39,43.6,33.39,37.02
France,ALPE-D HUEZ,21248,2020,55.44,43.77,67.08,41.54,64.23,69.4,49.58,44.19,43.53,60.51,64.14,68.04,55.53,83.22,69.46,61.78,35.97,51.86,27.77
France,ALPE-D HUEZ,21248,2021,54.73,43.48,62.02,36.23,57.34,68.1,53.49,34.73,47.26,63.9,56.09,51.96,66.47,59.92,77.85,59.5,59.17,41.61,37.74
France,ALPE-D HUEZ,21248,2022,59.12,51.62,70.05,50.06,61.85,78.38,47.01,55.16,58.07,58.28,62.19,65.08,72.0,90.11,72.82,57.53,47.07,36.44,34.33
France,ALPE-D HUEZ,21248,2023,53.17,44.66,62.63,45.82,47.93,70.55,47.79,42.15,62.62,46.8,51.67,45.43,61.56,80.97,68.84,67.08,42.98,33.47,35.38
France,ALPE-D HUEZ,21248,2024,50.01,40.5,57.68,39.68,46.97,70.27,41.35,35.78,48.45,47.2,54.5,39.44,53.47,78.17,78.63,41.08,38.23,44.83,40.05
France,ALPE-D HUEZ,21248,2025,54.81,43.21,65.5,41.91,56.46,73.08,47.43,38.52,47.71,50.43,60.86,58.23,75.56,71.85,71.91,54.39,48.9,38.94,40.05
France,GRENOBLE - LVD,21257,2010,37.74,25.31,51.65,15.21,47.17,49.79,36.24,14.52,18.51,39.57,62.53,39.92,21.06,66.16,61.24,58.58,30.13,20.19,18.92
France,GRENOBLE - LVD,21257,2011,37.64,29.49,41.41,26.3,67.03,30.51,27.52,24.57,36.37,47.1,75.75,78.52,58.14,26.88,7.39,2.17,45.65,34.14,15.48
France,GRENOBLE - LVD,21257,2012,47.09,38.43,60.27,26.85,56.06,72.41,32.89,23.17,42.93,69.38,35.33,62.8,69.19,74.25,73.68,45.39,31.16,22.19,14.87
France,GRENOBLE - LVD,21257,2013,42.68,24.38,59.11,20.07,36.48,73.92,33.37,19.92,26.01,32.2,39.19,38.12,60.44,80.78,80.11,55.31,28.92,16.03,33.52
France,GRENOBLE - LVD,21257,2014,44.43,29.89,57.24,26.23,54.12,58.78,43.81,20.99,23.96,54.89,55.64,51.88,71.75,47.61,57.39,59.67,47.08,24.69,16.83
France,GRENOBLE - LVD,21257,2015,47.84,28.99,64.09,20.56,45.3,78.0,39.33,22.45,22.62,40.08,60.69,34.94,77.69,88.33,67.96,53.0,26.91,38.5,38.84
France,GRENOBLE - LVD,21257,2016,,30.03,,26.01,38.68,,,20.46,18.22,36.77,35.11,44.03,,,,,,,
France,VILLARD-DE-LANS,21258,2010,,,,,,,,,,,,,,,,,,,
France,VILLARD-DE-LANS,21258,2011,,,,,,,,,,,,,,,,,,,
France,VILLARD-DE-LANS,21258,2012,,,,,,,,,,,,,,,,,,,
France,VILLARD-DE-LANS,21258,2013,,,,,,,,,,,,,,,,,,,
France,VILLARD-DE-LANS,21258,2014,,,,,,,,,,,,,,,,,,,
France,VILLARD-DE-LANS,21258,2015,,,,,,,,,,,,,,,,,,,
France,VILLARD-DE-LANS,21258,2016,,,,,,,,,,,,,,,,,,,
France,VILLARD-DE-LANS,21258,2017,,,,,,,39.24,,,,,,,,65.06,41.5,52.26,23.53,17.07
France,VILLARD-DE-LANS,21258,2018,44.19,27.79,60.48,19.73,39.71,70.1,44.94,22.15,20.0,30.32,52.64,36.59,67.17,82.42,61.02,63.83,47.5,23.39,21.56
France,VILLARD-DE-LANS,21258,2019,47.81,36.25,61.29,32.52,46.56,74.8,37.23,23.36,54.79,48.31,43.92,47.37,77.97,75.73,70.97,54.31,36.69,20.69,25.91
France,VILLARD-DE-LANS,21258,2020,46.59,33.11,61.58,31.99,56.9,64.37,38.19,33.39,36.98,44.87,58.5,67.39,51.64,78.53,62.98,50.19,24.65,40.17,10.62
France,VILLARD-DE-LANS,21258,2021,43.26,28.56,54.26,21.19,46.86,59.68,39.18,18.28,36.1,42.66,48.17,49.78,58.97,54.3,65.75,48.33,47.2,21.72,27.31
France,VILLARD-DE-LANS,21258,2022,52.79,38.66,68.6,37.72,58.43,78.81,38.35,40.51,46.16,49.22,54.28,71.67,72.39,92.53,71.32,48.42,42.96,23.53,19.44
France,VILLARD-DE-LANS,21258,2023,45.42,31.64,59.13,28.44,36.8,72.98,42.18,18.36,49.55,37.5,33.61,39.19,67.53,82.58,68.66,62.75,43.74,20.0,22.1
France,VILLARD-DE-LANS,21258,2024,40.59,29.58,49.28,26.31,36.15,62.43,34.57,26.05,31.09,34.3,40.03,34.25,43.97,73.52,69.19,33.72,32.98,37.06,30.05
France,VILLARD-DE-LANS,21258,2025,49.24,34.17,63.87,32.98,49.44,74.45,39.38,31.83,37.5,35.99,56.14,56.4,80.53,70.65,72.37,46.86,38.66,32.64,30.75
France,LA PESSE,21264,2010,37.77,26.78,49.69,16.97,42.93,55.45,31.97,21.13,21.43,44.6,53.67,30.89,47.06,72.61,46.42,47.5,36.29,11.97,18.41
France,LA PESSE,21264,2011,48.73,29.38,61.51,27.14,61.0,57.3,50.78,27.5,36.4,45.81,69.36,68.09,53.03,55.19,63.55,59.75,49.87,42.75,13.23
France,LA PESSE,21264,2012,44.84,41.44,54.14,28.29,51.68,65.55,33.69,21.77,51.35,70.38,29.19,54.76,63.28,65.7,67.61,43.47,32.9,24.72,12.74
France,LA PESSE,21264,2013,39.34,24.22,51.36,19.25,30.04,67.02,33.04,18.44,27.35,29.46,34.83,25.97,54.14,73.41,73.09,46.11,29.11,24.03,35.0
France,LA PESSE,21264,2014,41.7,32.58,51.03,27.78,51.26,51.97,42.34,22.28,25.86,58.25,48.67,46.77,73.25,38.95,44.38,54.94,44.57,27.44,14.68
France,LA PESSE,21264,2015,47.87,28.83,62.22,19.58,51.53,71.03,40.65,16.32,28.63,41.29,61.39,52.23,68.78,82.07,62.18,46.33,39.46,36.19,38.33
France,LA PESSE,21264,2016,42.78,32.47,53.05,25.68,38.97,62.89,39.96,21.64,16.47,41.8,32.14,42.74,45.06,70.4,72.63,54.42,41.13,24.31,48.44
France,LA PESSE,21264,2017,48.06,38.2,60.15,39.08,57.14,65.53,39.09,31.96,36.61,46.13,66.5,59.09,74.61,57.47,64.81,38.42,51.69,26.75,22.07
France,LA PESSE,21264,2018,,30.3,,23.66,41.23,,,19.02,30.21,31.21,52.58,40.27,,76.49,75.48,,,,
France,LA PESSE,21264,2019,,,,,,,,,,,,,,,,,,,
France,LA PESSE,21264,2020,,,,,,,,,,,68.37,66.38,,73.08,59.19,59.29,,,12.68
France,LA PESSE,21264,2021,42.13,,48.4,22.14,48.03,51.51,,16.51,37.83,53.44,53.0,37.47,52.06,48.52,53.98,44.53,50.74,30.43,26.69
France,LA PESSE,21264,2022,,,63.72,36.22,57.45,74.67,34.73,44.43,37.92,54.73,56.31,61.26,,90.78,67.18,41.55,41.29,21.36,
France,LA PESSE,21264,2023,41.86,30.88,54.16,,37.36,60.94,40.32,18.63,47.02,37.53,34.64,39.84,65.83,62.39,54.76,67.67,41.24,12.03,21.64
France,LA PESSE,21264,2024,39.15,25.27,48.52,23.42,32.65,61.01,36.93,23.33,25.4,27.53,35.83,34.7,40.33,67.2,74.81,37.17,34.6,39.11,28.25
France,LA PESSE,21264,2025,48.63,35.16,61.92,31.49,50.14,73.49,37.84,30.03,36.7,42.55,52.94,55.0,82.58,65.03,73.15,42.56,41.99,28.83,31.4
France,SABRES,21270,2010,48.85,31.58,63.57,23.35,56.48,67.17,42.33,23.95,30.98,49.35,67.14,53.28,63.42,72.26,65.73,59.58,46.48,20.78,31.99
France,SABRES,21270,2011,,,,,,,,,,,,,,,,,,,
France,FONTANNES,21291,2010,43.81,29.58,59.47,19.85,48.8,66.3,36.68,17.85,29.7,44.54,58.14,44.03,55.94,78.41,64.22,55.78,37.39,16.86,21.85
France,FONTANNES,21291,2011,49.58,30.13,64.84,25.8,67.16,58.61,47.59,22.39,33.93,48.28,80.31,73.31,55.47,51.94,68.33,59.69,48.33,34.72,17.72
France,FONTANNES,21291,2012,45.43,38.1,57.3,27.64,49.13,72.1,31.82,21.34,44.97,61.85,29.14,55.75,69.69,73.66,72.88,41.64,29.95,23.94,19.7
France,FONTANNES,21291,2013,40.69,24.13,56.55,19.42,35.2,72.67,,11.64,27.71,32.18,37.58,35.94,61.03,81.92,75.24,48.83,28.17,,31.16
France,FONTANNES,21291,2014,44.07,,55.66,27.8,54.6,55.14,44.29,21.53,31.01,54.27,55.67,53.9,68.92,43.95,52.98,59.06,44.62,29.17,13.68
